>
27.2141601105 40.0403295751
27.2382508926 40.0563900847
27.2692247462 40.0781865032
27.2996250048 40.093673427
27.3214214268 40.1051452242
27.3501009151 40.1217793319
27.3971352844 40.1441493428
27.4263883702 40.1567683152
27.4573622273 40.1688137053
27.5038230096 40.1837270399
27.5307817279 40.1883157644
27.5531517357 40.195772431
27.5881407237 40.2038026905
27.5846991837 40.2020819222
27.6105107268 40.2118329476
27.6472204819 40.221010386
27.6724584332 40.2255991028
27.6908133114 40.2301878252
>
28.4364801598 40.0948206091 
28.4571293897 40.0976885551 
28.4794994003 40.0953941976 
28.4949863198 40.0982621515 
28.5173563241 40.0994093312 
28.535711211 40.0994093255 
28.5471830034 40.1028508707 
28.5620963373 40.1057188209 
28.584466349 40.108013174 
28.6039684044 40.1154698448 
28.6188817407 40.1131754895 
28.6246176324 40.1097339477 
28.6464140511 40.1194849782 
28.6670632926 40.129809596 
28.6905804752 40.1389870288 
28.7158184287 40.1493116526 
28.7422035672 40.1590626727 
28.7668679302 40.1625042173 
28.7944002455 40.168813701 
28.8156230643 40.1762703688 
28.8368458947 40.1785647283 
28.8592158951 40.1762703749 
28.8878953926 40.1734024234 
28.910265401 40.1688137019 
28.9337825841 40.1642249857
>
27.118370601 39.8923433821 
27.1625370255 39.8969320965 
27.196378832 39.9072567187 
27.2176016565 39.9141397978 
27.2480019207 39.9158605684 
27.2772549984 39.9181549216 
27.3019193699 39.9290531303 
27.3283045038 39.9376569844 
27.3638670752 39.9542910883 
27.3896786183 39.9686308342 
27.3891050239 39.9674836581
>
27.2284998608 39.9376569795 
27.2439867828 39.9433928831 
27.2589001272 39.9485551901 
27.2732398733 39.9502759607 
27.290447568 39.9468344185 
27.3122439898 39.9451136521 
27.3346139893 39.9519967291 
27.3592783523 39.9611741665 
27.3862370836 39.970351604
>
27.8915697652 40.1028508641 
27.8714941165 40.1045716343 
27.8422410306 40.1120283073 
27.8112671841 40.1148962541 
27.7768517839 40.1171906134 
27.7510402461 40.1120283026 
27.7183456209 40.1034244537 
27.7028586921 40.1005565063 
27.6346014955 40.0873639431 
27.5955973888 40.079333682 
27.5525781484 40.0667147051
>
27.531928912 40.0391823912 
27.4934983885 40.0288577733 
27.470554791 40.0173859756 
27.4464640165 40.0001782822 
27.4183581163 39.981823404 
27.389105026 39.9692044247
>
29.6893324506 40.017834516 
29.6342276979 40.0194395085 
29.6149677792 40.0253244883 
29.5924978779 40.0274644784 
29.5636080021 40.0285344725 
29.534183139 40.0344194411 
29.4983382942 40.0499343734 
29.4806833784 40.0579593429 
29.4566084845 40.0686592948 
29.438953558 40.0750792677 
29.4191586386 40.0916641889
>
29.4020387164 40.1119941022 
29.3811738104 40.1323240169 
29.358168911 40.1456989505 
29.3180440904 40.1585388937 
29.3025291625 40.1654938703 
29.273104286 40.169238852 
29.2431444153 40.1724488388 
29.2142545479 40.1772638138 
29.1875046644 40.1756588193 
29.1527298143 40.1783338078 
29.1265149347 40.1783338117 
29.0938800726 40.1735188326 
29.0655252001 40.1783338078 
29.0462652863 40.1863587775 
29.032890343 40.201873703 
29.0195154111 40.2077586815
>
29.9589712718 40.4362026764 
29.9118914692 40.4271077133 
29.8653466748 40.420687743 
29.8204068798 40.4137327692 
29.7701171012 40.4062428084 
29.7171523289 40.3955428551 
29.682912477 40.3939378644 
29.6197827576 40.3832379106 
29.5780529438 40.380027922
>
29.5769829455 40.3784229274 
29.5331131431 40.3832379047 
29.4945933116 40.3875178919 
29.4603534636 40.3864478921 
29.4287885971 40.3912628679 
29.3982937399 40.403567821 
29.371008859 40.4094527889 
29.341583989 40.4126627804 
29.3153690998 40.4089177923 
29.2747092822 40.408382796 
29.2447494107 40.4115927838 
29.205694582 40.4019628222 
29.1357924382 40.3868928347 
29.1215652492 40.383336035 
29.1044926159 40.3804906024 
29.0795950361 40.3783565148
>
29.0462320554 40.2785812334 
29.0238060919 40.2889316856 
28.9901671415 40.2897942217 
28.9530780423 40.2837564599 
28.9142638708 40.2837564629 
28.8392231369 40.2820313898 
28.8004089618 40.2803063078 
28.7615947952 40.2820313854 
28.7029422688 40.2768561644 
28.6468773549 40.2734060159 
28.5813245369 40.2630555655
>
28.5795994527 40.2621930329 
28.5399227532 40.2561552669 
28.4795451528 40.2483924338 
28.4260678508 40.2466673593 
28.3803533796 40.2440797494 
28.3458518913 40.2432172165 
28.3165256314 40.2423546773 
28.2854742884 40.2320042343 
28.2613232514 40.2216537849 
28.2319969817 40.2242413979 
28.1992205779 40.2311416901
>
29.974195716 40.4561225483 
29.9989367832 40.4554156622 
30.0312841143 40.4492787249 
30.0505395693 40.4532950021 
30.0823495071 40.4511743324 
30.1011335914 40.4518899252 
30.1259399425 40.4545011175 
30.1422599114 40.4499315261 
30.1605382956 40.4571123112 
30.1781638632 40.4675570946 
30.2088454139 40.474085079 
30.2395269613 40.479960271 
30.2760836926 40.4845298605 
30.3113348293 40.4904050537 
30.3420163648 40.4962802391 
30.3726979154 40.5034610252 
30.4170882258 40.5178225971 
30.4412417865 40.5250033866 
30.4621313454 40.536753769 
30.4895488966 40.5485041448 
30.5091328676 40.5537265348
>
29.9310755798 39.8361821682 
29.9565235212 39.8361821675 
29.978437045 39.8305270657 
30.0031781071 39.827699518 
30.0265053923 39.8255788539 
30.051246462 39.822044421 
30.0724530814 39.8149755381 
30.0979010429 39.8114411063 
30.118400773 39.8128548835 
30.1381936341 39.8128548773 
30.158693364 39.8128548771 
30.177779355 39.8156824284 
30.2011066464 39.8156824301 
30.2223132733 39.8156824291 
30.2428130076 39.8163893159 
30.2647265228 39.8206306438 
30.2816918259 39.8185099783 
30.3057260086 39.8107342111 
30.3262257441 39.7923551362 
30.3438979279 39.7796311593 
30.3721734404 39.7711485151 
30.4053971504 39.7633727537 
30.430845101 39.7584245328 
30.4555861707 39.7584245329 
30.4739652447 39.7584245338
>
29.7366814919 39.4905141544 
29.7713189898 39.4834452824 
29.8109046935 39.4714281945 
29.8561454908 39.4537560023 
29.9028000704 39.4431526947 
29.9360237844 39.4325493756 
29.9727819411 39.4219460637 
30.0095400891 39.4042738753 
30.032160491 39.3915498985 
30.0569015582 39.3830672502 
30.0795219625 39.3767052581 
30.1035561421 39.3675157222
>
30.1120387914 39.3710501642 
30.132538524 39.3604468444 
30.1487969385 39.3463090947 
30.1671760403 39.3215680335
>
27.2137998359 40.0404726662 
27.1718321152 40.0120033287 
27.1469601294 39.992943919 
27.1333301243 39.9843374556 
27.1157037541 39.9775812151 
27.1052921584 39.975127436
>
29.0325808597 39.0856735886 
29.0104226391 39.0897769638 
28.9956505065 39.0873149398 
28.9661062211 39.0897769565 
28.9390239591 39.0938803324 
28.9111210324 39.102087077 
28.8840387678 39.1094731444 
28.8561358437 39.1176798896 
28.8241295308 39.1209625872 
28.7921232294 39.1283486625 
28.758475571 39.1340933789 
28.7387793896 39.1340933874 
28.7034903833 39.135734729 
28.6608153134 39.1365554109 
28.6107541663 39.1488655282 
28.5697204332 39.159534292
>
28.0165858253 39.2670426537 
28.0609022426 39.2547325389 
28.1019359702 39.2358570221 
28.1281975611 39.2301123029 
28.1495350961 39.2325743202 
28.1716933072 39.2292916289
>
26.1183657102 39.4516944134 
26.1971504648 39.4615425057 
26.2792179054 39.4713905985 
26.3711334501 39.4845213917 
26.4523802312 39.5075002777 
26.4958759746 39.5247344474 
26.5656333127 39.5370445652 
26.642776711 39.5567407515 
26.6977618989 39.5657681668 
26.7379749595 39.5764369415 
26.7650572104 39.573974915 
26.7978841912 39.5690508684
>
26.796242846 39.5682301945 
26.8184010606 39.5715128877 
26.8487660157 39.5788989652 
26.8717448977 39.5895677277 
26.8914410876 39.5912090819 
26.9168819946 39.5953124496 
26.9300127874 39.5977744783
>
28.1710225697 40.0861511178 
28.1230273654 40.1034293972 
28.0929503708 40.1117485646 
28.0705526102 40.1136683743 
28.0372759398 40.1130284391
>
28.2561340671 40.0631134226 
28.2842912611 40.0669530395 
28.311808511 40.0688728473 
28.3374059487 40.0688728467 
28.3662030754 40.0547942509 
28.3988398228 40.0426354672 
28.4282768775 40.0304766843 
28.4583538696 40.0272770023 
28.4743522709 40.0298367485
>
30.4973478804 39.8703106593 
30.518676945 39.8716033346 
30.5451766939 39.8651399838 
30.5697374421 39.8586766238 
30.5917128481 39.8580302916 
30.6014078785 39.8509205968 
30.612395581 39.8392865608 
30.6253222956 39.8347622154 
30.636309993 39.8263598536 
30.6537610516 39.8237745097 
30.6699194388 39.8218355045 
30.6828461562 39.8270061854 
30.7002972346 39.8399328929 
30.7164556191 39.8509205974 
30.7351993506 39.8606156276 
30.7539430812 39.8690179928 
30.7804428309 39.8806520332 
30.7985402243 39.8935787361 
30.8153449428 39.9084444541 
30.8276253152 39.9174931526 
30.847661716 39.9174931525 
30.8651127771 39.9110297939 
30.8870881758 39.9129688026
>
30.9013075614 38.6093102207 
30.9213439546 38.6093102201 
30.9400876875 38.6047858716 
30.9588314108 38.5963835143 
30.9749898024 38.5937981762 
30.9937335495 38.5918591682 
31.0234649845 38.5892738274 
31.0486720724 38.5886274872 
31.0719401501 38.589273826
>
31.0712938168 38.5892738227 
31.086805868 38.5847494751 
31.1061959315 38.5782861169 
31.1294640056 38.5692374232 
31.1566100944 38.5582497245 
31.1747074905 38.5543717086 
31.1922267411 38.5427330089 
31.2108772745 38.5321643733 
31.2239326478 38.5209740533 
31.2354630488 38.5136525752 
31.2496824218 38.4942625169 
31.2697188207 38.4832748148 
31.2994502617 38.4587140619 
31.3188403242 38.4490190334 
31.3401694206 38.427689959 
31.366022837 38.4024828774 
31.4002786155 38.368873434 
31.4351807297 38.3313859807 
31.4752535593 38.2926058493 
31.4862412589 38.277740142 
31.5140336838 38.255764736 
31.5295457413 38.2415453517 
31.5573381648 38.215045605 
31.5773745898 38.1982408786 
31.607752361 38.1872531748 
31.6286492216 38.1734524485 
31.6541382838 38.1603970751 
31.6790056616 38.1460983329 
31.7057380928 38.1355296973 
31.7362006306 38.1237176929 
31.7560945328 38.111284004 
31.7890438084 38.1075538973
>
29.9441368692 40.7218676569 
30.0011144195 40.7196332476 
30.071498434 40.720750448 
30.140765253 40.7162816277 
30.2848849379 40.6872342497 
30.3899023678 40.6548352548 
30.4569347774 40.6458976047 
30.541842489 40.6291395049 
30.605523265 40.6157330263 
30.6859621532 40.5945060914 
30.7529945763 40.5822168208 
30.7988000512 40.5743963723 
30.8546603922 40.5732791656
>
30.8546603914 40.57104475 
30.9071691126 40.5755135826 
30.9742015391 40.585568442 
31.0501715916 40.5866856484 
31.137313727 40.5933888898 
31.1752987792 40.5945060881 
31.2333935304 40.609029777 
31.2881366604 40.6146158145 
31.3361765762 40.6302567027 
31.4255531134 40.6615384894
>
31.4277875345 40.6559524593 
31.4769446516 40.6648901134 
31.5383910256 40.684999826 
31.6165955342 40.6939374781 
31.7182613741 40.7140472001 
31.823278874 40.7375085357 
31.9148898513 40.7587354655 
32.0009148366 40.7732591487 
32.1115183661 40.7922516601 
32.2299423524 40.8078925491
>
29.4130257239 40.2317490542 
29.4351609774 40.2376216754 
29.4496166569 40.2448495089 
29.4681379969 40.2534325689 
29.4848523697 40.2588534499 
29.4943389093 40.2660812904 
29.5133119868 40.2778265235 
29.5327368062 40.2882165463 
29.5670690446 40.2977030901 
29.5968838851 40.3017687487
>
27.2744217286 38.6388885319 
27.3003302561 38.6270446296 
27.3269790249 38.6189019471 
27.3610302385 38.6129800003 
27.394341203 38.6077983007 
27.4209899753 38.6077982962 
27.4417167934 38.6122397585 
27.4639241014 38.6092787853 
27.4861314086 38.6055775626 
27.5187021333 38.5892922083 
27.5453509068 38.5715263611 
27.5653374803 38.5545007529 
27.5786618658 38.5359946627 
27.6023496708 38.5137873576 
27.6245569688 38.5004629691 
27.6697118319 38.4900995606 
27.6971008547 38.4849178517 
27.7193081571 38.4849178496 
27.7503983943 38.4923202926 
27.7770471692 38.4908397992 
27.8125788548 38.4841776044 
27.8310849507 38.4841776101
>
27.8296044577 38.4834373659 
27.841448364 38.4908398001 
27.8532922632 38.4930605299 
27.8732788374 38.4930605364 
27.8903044367 38.4923202901 
27.9073300425 38.4952812643 
27.9213946786 38.5049044345 
27.9354593048 38.5123068708 
27.9443422254 38.516008087 
27.9650690451 38.5130471109 
27.9968995284 38.5019434562 
28.0250287801 38.493060528 
28.0479763343 38.4863983355 
28.0620409672 38.4738141986 
28.0768458357 38.4678922461 
28.0923909548 38.4686324934 
28.1079360771 38.4723337068 
28.1190397268 38.4767751721 
28.1368055712 38.4752946822 
28.1530909359 38.4715934669 
28.1641945889 38.4671520078 
28.1738177612 38.469372737 
28.1871421457 38.4678922445 
28.1997262891 38.4671520082 
28.2130506702 38.4656715193 
28.2404396896 38.4567885927 
28.2582055365 38.4501264029 
28.2848543075 38.4486459138 
28.2996591713 38.4486459147 
28.3189055098 38.4464251791 
28.3240872166 38.4345812842 
28.3403725744 38.4205166577 
28.3559176907 38.415334946 
28.3788652457 38.4079325133 
28.3951506009 38.4071922659 
28.413656692 38.3960886173 
28.432162791 38.3916471556 
28.4454871716 38.3879459312 
28.4602920438 38.3753617894 
28.478057893 38.3672191089 
28.4869408153 38.3561154588 
28.5032261826 38.3501935062
>
28.5024859331 38.349453263 
28.5098883728 38.3479727753 
28.5239529942 38.3420508306 
28.5454200615 38.3368691261 
28.5602249421 38.3361288758 
28.5705883488 38.3242849796 
28.5772505368 38.3065191332 
28.5824322434 38.2887532856 
28.6009383342 38.2769093908 
28.6090810132 38.2739484157 
28.6335090581 38.2628447555 
28.6460932042 38.2510008621 
28.6645992859 38.2487801305 
28.6823651383 38.2384167238 
28.7023517139 38.2243520928 
28.7119748899 38.2110277041 
28.7208578093 38.2043655148 
28.7341821972 38.1999240543 
28.7541687763 38.2021447793 
28.775635837 38.2021447784 
28.7948821776 38.1984435649 
28.8178297289 38.1895606404
>
27.3491863343 38.461230057 
27.3743546258 38.4479056684 
27.3898997425 38.4345812835 
27.4195094857 38.4264386053 
27.4365350855 38.4227373901 
27.4535606916 38.4168154329 
27.4831704387 38.4160751974 
27.5083387244 38.4086727586 
